_title_norm,title,quantity
java: how to program,Java: how to program,18
central motor vehicles rules 1989,Central Motor Vehicles Rules 1989,18
microwave and radar engineering,Microwave and Radar Engineering,18
a text book of electrical technology vol.2,A text book of Electrical Technology Vol.2,18
modern digital and analog communication systems,Modern Digital and Analog Communication Systems,18
wireless communicaiton : principles and practice,Wireless Communicaiton : Principles and Practice,18
fluid mechanics & hydraulic machines,Fluid Mechanics & Hydraulic Machines,18
surveying vol.2,Surveying Vol.2,18
mechanics of structures vol.1,Mechanics of Structures Vol.1,18
verilog hdl:,Verilog HDL:,18
textbook of environmental studies,Textbook of environmental studies,18
python cookbook,Python cookbook,18
statistical quality control,Statistical Quality Control,18
integrated electronics : analog and digital ..sy.,Integrated Electronics : Analog and Digital ..Sy.,18
elementary organic spectroscopy,Elementary Organic Spectroscopy,18
the 8051 microcontroller & embedded system,The 8051 Microcontroller & Embedded System,18
measurement systems,Measurement Systems,18
organisational behaviour,Organisational Behaviour,18
microprocessor architecture ..... with the 8085,Microprocessor Architecture ..... with the 8085,18
exactly what to say,Exactly what to say,17
physical chemistry,Physical chemistry,17
numerical methods in engineering & science with programming in c & c++,Numerical methods in engineering & science with programming in C & C++,17
financial accounting,Financial Accounting,17
structural analysis,Structural analysis,17
intel microprocessor,Intel Microprocessor,17
modern digital electronics 3rd,Modern Digital Electronics 3rd,17
non- conventional energy resources,Non- Conventional Energy Resources,17
principles of marketing,Principles of Marketing,17
digital computer electronics,Digital Computer Electronics,17
advanced accountancy,Advanced Accountancy,17
effective technical communication,Effective technical communication,17
fundamentals of computers,Fundamentals of Computers,17
digital electronics: principles and applications,Digital Electronics: Principles and Applications,17
intel programming designing .pro 8086/8088,Intel Programming Designing .Pro 8086/8088,17
plain & reinforced concrete vol.1,Plain & Reinforced Concrete Vol.1,17
software engineering: a practitioner's approach,Software Engineering: A Practitioner's Approach,17
common  errors  in english,Common  Errors  in English,17
"environment (protection) act,1986","Environment (Protection) Act,1986",17
basic business communication,Basic Business Communication,17
mathematical physics,Mathematical Physics,17
a course in power plant engineering,A Course in Power Plant Engineering,17
principles of management,Principles of Management,17
modern accountancy vol .i,Modern Accountancy Vol .I,17
classical mechanics,Classical Mechanics,16
soft skills,Soft skills,16
"probability, statistics and random process","Probability, statistics and random process",16
exploring c,Exploring C,16
advanced practical physics,Advanced Practical Physics,16
big data analytics,Big data analytics,16
everyday dialogues in english,Everyday dialogues in english,16
wireless communication: principles and practice,Wireless Communication: Principles and Practice,16
practical english grammer,Practical English grammer,16
data structures and algorithms,Data structures and algorithms,16
biology: textbook for class xii,Biology: Textbook for Class XII,16
lisp,LISP,16
computer architecture,Computer Architecture,16
quantitative methods,Quantitative Methods,16
networks and systems,Networks and Systems,16
human resource management:: text and cases,Human Resource Management:: Text and cases,16
data structure,Data Structure,16
neural networks : a classroom approach,Neural networks : A classroom approach,16
electronics circuits and analysis,Electronics Circuits and Analysis,16
industrial engineering and operations management,Industrial Engineering and Operations Management,16
english for students of science,English for students of science,16
enterprise resource planning :concept and planning,Enterprise Resource Planning :Concept and Planning,16
design of r.c.c. structural elements vol.1,Design of R.C.C. Structural Elements Vol.1,16
microelectronics circuits,Microelectronics Circuits,16
feedback control systems,Feedback Control Systems,16
introduction to mechatronics & measurement systems,Introduction to Mechatronics & Measurement Systems,16
elements of mercantile law,Elements of Mercantile Law,16
industrial engineering,Industrial engineering,16
the 8051 microcontroller and embedded systems,The 8051 Microcontroller and Embedded Systems,16
introduction to the design and analysis of algorthms,Introduction to The Design and Analysis of Algorthms,16
computer networks and internets with internet appl,Computer Networks and Internets with Internet Appl,15
data warehousing fundamentals,Data warehousing Fundamentals,15
design of bridges,Design of bridges,15
digital control systems,Digital control systems,15
optical fiber communications: electrical engineering series,Optical Fiber Communications: Electrical Engineering Series,15
internetworking with tcp/ip vol. 2.,Internetworking with TCP/IP Vol. 2.,15
ordinary and partial differential equation,Ordinary and Partial differential equation,15
software architecture in practice,Software Architecture in Practice,15
renewable energy sources & integrated circuits,Renewable Energy Sources & Integrated Circuits,15
hydrology,Hydrology,15
introduction to artificial neural systems,Introduction to Artificial Neural Systems,15
database management systems,Database Management Systems,15
nentwork management: principle & practice,Nentwork Management: Principle & Practice,15
construction technology,Construction technology,15
electrical power systems,Electrical Power Systems,15
genetics,Genetics,15
english vocabulary in use,English vocabulary in use,15
microeconomics,Microeconomics,15
advanced microprocessor & peripherals,Advanced microprocessor & Peripherals,15
advanced structural analysis: with finite element & computer application,Advanced Structural Analysis: with finite element & computer application,15
quantitative analysis for management,Quantitative analysis for management,15
fuzzy set & fuzzy logic,Fuzzy Set & Fuzzy Logic,15
fuzzy logic with engineering applications,Fuzzy Logic with Engineering Applications,15
engineering and general geology,Engineering and General Geology,15
power system stability and control,Power system stability and control,15
programming in c # : a primer: a primer,Programming in C # : A Primer: a primer,15
text book of electrical technology,Text book of electrical technology,15
mastering effective english,Mastering Effective English,15
applied text analysis with python: enabling language -aware data products with machine learning,Applied Text analysis with Python: enabling language -aware data products with machine learning,15
