book_id,_unique_key,title,author,editionstatement,publishercode,copyrightdate,itemcallnumber,quantity
2173,"elements of numerical analysis||gupta, radhey s.||||mc millan||2009",Elements of Numerical Analysis,"Gupta, Radhey S.",,Mc Millan,2009,515 GUP,2
2174,"elements of partial differential equations||sneddon, lan n.||1st||mc.graw hills||1957",Elements of partial differential equations,"SNEDDON, LAN N.",1st,MC.GRAW HILLS,1957,515.353 SNE,1
2175,"elements of partial differential equations||sneddon, lan n.||||mc.graw hills||1957",Elements of partial differential equations,"SNEDDON, LAN N.",,MC.GRAW HILLS,1957,515.353 SNE,2
2176,"elements of partial differential equation||sneddon, lan n||1st ed.||mc.graw hills||1957",Elements of partial differential equation,"SNEDDON, LAN N",1st ed.,MC.GRAW HILLS,1957,515.353 SEN,1
2177,"elements of power system analysis||stevenson, william d.||1st ed.||mcgraw hill||2015",Elements of power system analysis,"Stevenson, William D.",1st ed.,McGraw Hill,2015,621.319 STE,4
2178,"elements of statistical learning: data mining, inference and prediction||hastie, trevor and others||1st ed.||springer||2013","Elements of statistical learning: data mining, inference and prediction","Hastie, Trevor and others",1st ed.,Springer,2013,006.31 HAS,1
2179,"elements of strength of materials||timoshenko, s.p & young, d.h||5th ed.||east west press pvt||2002",Elements of Strength of Materials,"Timoshenko, S.P & Young, D.H",5th ed.,EAST WEST PRESS PVT,2002,620.11 TIM,15
2180,"elements of strength of materials||timoshenko, s.p and agnihotri, s.n.||5th ed.||east west press pvt. ltd.||2007",Elements of strength of materials,"Timoshenko, S.P and Agnihotri, S.N.",5th ed.,East West Press Pvt. Ltd.,2007,620.11 TIM,1
2181,"elements of strength of materials||timoshenko, s.p.||1st ed.||east west press||2008",Elements of Strength of Materials,"Timoshenko, S.P.",1st ed.,East West Press,2008,620.11 TIM,1
2182,"elements of strength of materials||timoshenko, s.p.||5th ed.||east west press||2009",Elements of Strength of Materials,"Timoshenko, S.P.",5th ed.,East West Press,2009,620.11 TIM,9
2183,"elements of workshop technology vol.1||choudhary,h.||1st||media,pub||2003",Elements of Workshop Technology vol.1,"Choudhary,H.",1st,"Media,pub",2003,620 CHO,21
2184,"elements of workshop technology vol.2||choudhary,h.||11th||media pub||2005",Elements of Workshop Technology vol.2,"Choudhary,H.",11th,media pub,2005,621.8 CHO,2
2185,"elements of workshop technology vol.2||choudhury,h.||1st||media pub||2002",Elements of Workshop Technology vol.2,"Choudhury,H.",1st,Media pub,2002,620 CHO,21
2186,"elements of workshop technology||choudhary,h.||13th||mpp||2005",Elements of Workshop Technology,"Choudhary,H.",13th,MPP,2005,621.8 CHO,2
2187,"eletromagnetic with application||kraus, j.d.||5th||tata mcgraw hill||1999",Eletromagnetic with Application,"Kraus, J.D.",5th,Tata McGraw Hill,1999,539.2 KRA,5
2188,"eletromagnetic with application||kraus, john d||int||mc.graw hills||1999",Eletromagnetic with Application,"Kraus, John D",int,MC.GRAW HILLS,1999,539.2 KRA,5
2189,"eleven minutes: his books have had a life enhancing impact on millions of people the times||coelho, paulo||1st ed.||harper collins||2003",Eleven minutes: his books have had a life enhancing impact on millions of people the times,"Coelho, Paulo",1st ed.,Harper collins,2003,823 COE,1
2190,"embedded c programming and the atmel avr||barnett, r.||1st ed.||cengage learning||2007",Embedded C programming and the Atmel AVR,"Barnett, R.",1st ed.,Cengage Learning,2007,004.165 BAR,1
2191,"embedded ethernet & internet complete2||axelson, jan.||1st ed.||penram intl. pub.||2003",Embedded Ethernet & Internet Complete2,"Axelson, Jan.",1st ed.,Penram Intl. Pub.,2003,621.139 AXE,1
2192,"embedded ethernet & internet complete||axelson, j.n.||1st ed.||penram int. pub.||2003",Embedded Ethernet & Internet Complete,"Axelson, J.N.",1st ed.,Penram INt. Pub.,2003,621.139 AXE,1
2193,embedded ethernet & internet complete||axelson||1st ed.||penram international pub.||2003,Embedded Ethernet & Internet Complete,Axelson,1st ed.,Penram International Pub.,2003,621.139 AXE,1
2194,embedded microcontroller||morton (todd d.)||1st||pearson edu. asia||2003,Embedded Microcontroller,MORTON (TODD D.),1st,PEARSON EDU. ASIA,2003,004.165 MOR; R,3
2195,"embedded realtime systems programming||iyer,s.v.||1st||tata mc graw hill||2004",Embedded Realtime Systems Programming,"Iyer,S.V.",1st,Tata Mc Graw Hill,2004,004 IYE,1
2196,"embedded system design: a unified hardware/software introduction||vahid, f.  and givarg's , t.||1st ed.||wiley pub||2006",Embedded System Design: a unified hardware/software Introduction,"Vahid, F.  and Givarg's , T.",1st ed.,Wiley Pub,2006,621.39 VAH,5
2197,"embedded systems : architecture progr. & design||kamal, r||7th||taa mcgrawhill||2006",Embedded Systems : Architecture Progr. & Design,"KAMAL, R",7th,Taa McGrawHill,2006,004.21 KAM,4
2198,embedded systems : architecture progr. & design||rajkamal||1st ed.||tata mc graw hill||2008,Embedded Systems : Architecture Progr. & Design,Rajkamal,1st ed.,TATA MC GRAW HILL,2008,004.21 RAJ,1
2199,"embedded systems: an integrated approach||das, lyla b.||1st ed.||pearson||2013",Embedded systems: an integrated approach,"Das, Lyla B.",1st ed.,Pearson,2013,004.21 DAS,1
2200,"embedded systems: architecture programming & design||kamal , raj||1st ed.||tata mcgraw hill||2005",Embedded Systems: Architecture Programming & Design,"Kamal , Raj",1st ed.,Tata McGraw Hill,2005,004.21 KAM,1
2201,"embedded systems: architecture programming & design||kamal , raj||1st||tata mcgraw hill||2005",Embedded Systems: Architecture Programming & Design,"Kamal , Raj",1st,Tata McGraw Hill,2005,004.21 KAM,1
2202,"embedded systems: architecture programming & design||kamal , raj||||tata mcgraw hill||2005",Embedded Systems: Architecture Programming & Design,"Kamal , Raj",,Tata McGraw Hill,2005,004.21 KAM,2
2203,embedded systems||raj kamal||2nd||tata mcgraw hill||2008,Embedded Systems,Raj Kamal,2nd,Tata McGraw Hill,2008,004.21 KAM,5
2204,"embeded systems & robotics||ghoshal, subrata||1st ed.||cengage learning||2009",Embeded Systems & Robotics,"Ghoshal, Subrata",1st ed.,Cengage Learning,2009,629.892 GHO,1
2205,"embeded systems & robotics||ghoshal, subrata||||cengage learning||2009",Embeded Systems & Robotics,"Ghoshal, Subrata",,Cengage Learning,2009,629.892 GHO,3
2206,"emerging energy alternatives for sustainable environment||singh, d. p.||1st ed.||teri press||2016",Emerging Energy Alternatives for Sustainable Environment,"Singh, D. P.",1st ed.,Teri press,2016,333.794 SIN,6
2207,"emerging technologies for engineers||thareja, reema||||wiley india||2025",Emerging Technologies for Engineers,"Thareja, Reema",,Wiley India,2025,620.05 THA; R,5
2208,"emissions from two stroke engines||nuti, marco.||1st ed.||sae||1998",Emissions from two stroke engines,"Nuti, Marco.",1st ed.,SAE,1998,621.43 NUT,1
2209,"emissions from two stroke engines||nuti, marco.||||sae||1998",Emissions from two stroke engines,"Nuti, Marco.",,SAE,1998,621.43 NUT,1
2210,"encyclopedia of electronic circuits||graf , r.f.||1st ed.||bpb||2009",Encyclopedia of Electronic Circuits,"Graf , R.F.",1st ed.,BPB,2009,621.381503 GRA,1
2211,"encyclopedia of electronic circuits||graf , r.f.||||bpb||2009",Encyclopedia of Electronic Circuits,"Graf , R.F.",,BPB,2009,621.381503 GRA,2
2212,encyclopedia of indian natural history||hawkins (r.e)||1st||oxford univ.press||2001,Encyclopedia of Indian Natural History,HAWKINS (R.E),1st,OXFORD UNIV.PRESS,2001,578.03054 HAW R,1
2213,"energy & finite element methods in structural mechanics||shames, i.h.||1st||new age inter||2006",Energy & Finite Element Methods in Structural Mechanics,"Shames, I.H.",1st,New age inter,2006,621.092 SHA,5
2214,"energy audit: thermal power, combined cycle, and cogeneration plants||abbi, y.p.||1st ed.||teri||2012","Energy audit: thermal power, combined cycle, and cogeneration plants","Abbi, Y.P.",1st ed.,TERI,2012,333.7916 ABB;R,1
2215,"energy conservation and management||thipse, s.s||1st ed.||narosa pub.||2014",Energy conservation and management,"Thipse, S.S",1st ed.,Narosa Pub.,2014,621.042 THI,1
2216,"energy ecology and environment and society||deswal,s.||1st||dhanpat rai||2006",Energy Ecology and Environment and Society,"Deswal,S.",1st,Dhanpat Rai,2006,577.27 DES,25
2217,"energy engineering and management||chakrabarti, amlan||1st ed.||phi learning||2011",Energy engineering and management,"Chakrabarti, Amlan",1st ed.,PHI Learning,2011,621.042 CHA,10
2218,energy for growth and sustainability||inae||1st ed.||allied pub||1980,Energy for Growth and Sustainability,INAE,1st ed.,ALLIED PUB,1980,621.042 IAN 1,1
2219,"energy management||khan, farooq||1st ed.||anmol||1999",Energy Management,"Khan, Farooq",1st ed.,Anmol,1999,658.2 KHA,1
2220,"energy management||khan, farooq||||anmol||1999",Energy Management,"Khan, Farooq",,Anmol,1999,658.2 KHA,4
2221,"energy technology: nonconventional, renewable and conventional||rao, s and parulekar, b. b.||1st ed.||khanna publishers||2015","Energy Technology: nonconventional, renewable and conventional","Rao, S and Parulekar, B. B.",1st ed.,Khanna Publishers,2015,621.042 RAO,3
2222,"energy, ecology and environment and society||deswal, s.||1st ed.||dhanpat rai||2006","Energy, Ecology and Environment and Society","Deswal, S.",1st ed.,Dhanpat Rai,2006,577.27 DES,21
2223,"energy, ecology and environment||deswal (r) and deswal (a)||1st||dhanpat rai & sons||2002","Energy, Ecology and Environment",DESWAL (R) AND DESWAL (A),1st,DHANPAT RAI & SONS,2002,577.27 DES R,5
2224,eng fundamentals of the internal combustion engine||pulkrabek (willard w.)||1st||pearson edu. asia||2003,Eng Fundamentals of the Internal Combustion Engine,PULKRABEK (WILLARD W.),1st,PEARSON EDU. ASIA,2003,621.43 PUL R,1
2225,"engilish language communication skills||rai, urmila||2nd||himalaya||2009",Engilish language communication skills,"Rai, Urmila",2nd,Himalaya,2009,420 RAI,1
2226,"engine testing||martyr, a. j and plint, m a||1st ed.||noida||2008",Engine Testing,"Martyr, A. J and Plint, M A",1st ed.,Noida,2008,621.4302 MAR,1
2227,"engineeering optimization||rao, singiresu s.||1st ed.||o'reilly||2018",Engineeering Optimization,"Rao, Singiresu S.",1st ed.,O'Reilly,2018,620.0015196 RAO,3
2228,engineeing mechanics||kumar (k.l)||3rd ed.||tata mc graw hill||2004,Engineeing Mechanics,KUMAR (K.L),3rd ed.,TATA MC GRAW HILL,2004,620.1 KUM; R,1
2229,engineering --------schools and colleges: n||||1st||a.i.t.b.s.||1998,Engineering --------schools and colleges: n,,1st,A.I.T.B.S.,1998,604.2 N R,1
2230,"engineering and general geology||singh, prabin||8th rep.||s.k. kataria & sons||2008",Engineering and General Geology,"Singh, Prabin",8th rep.,S.K. Kataria & Sons,2008,551.8 SIN,15
2231,"engineering and managerial economics||srivastava, s. b.||1st ed.||scitech publication pvt. ltd.||2011",Engineering and Managerial Economics,"Srivastava, S. B.",1st ed.,Scitech Publication Pvt. Ltd.,2011,338.502624 SRI,1
2232,engineering chemistry lost fine paid 300: 11/1/2007||srivastava (h.c)||1st ed.||pragati pub.||2005,Engineering Chemistry Lost Fine Paid 300: 11/1/2007,SRIVASTAVA (H.C),1st ed.,PRAGATI PUB.,2005,540 SRI 20,1
2233,"engineering chemistry||chauhan, b.s.||1st ed.||university science press||2009",Engineering Chemistry,"Chauhan, B.S.",1st ed.,University Science Press,2009,540 CHA,1
2234,"engineering chemistry||chauhan, b.s.||||university science press||2009",Engineering Chemistry,"Chauhan, B.S.",,University Science Press,2009,540 CHA,3
2235,"engineering chemistry||chopra, h. k. & parmar, anupam||1st ed.||narosa||2008",Engineering Chemistry,"Chopra, H. K. & Parmar, Anupam",1st ed.,Narosa,2008,540 CHO,1
2236,"engineering chemistry||chopra, h. k. & parmar, anupam||||narosa||2008",Engineering Chemistry,"Chopra, H. K. & Parmar, Anupam",,Narosa,2008,540 CHO,1
2237,"engineering chemistry||chopra, h. k.||2nd rep.||narosa publishing||2009",Engineering Chemistry,"Chopra, H. K.",2nd rep.,Narosa Publishing,2009,540 CHO,3
2238,"engineering chemistry||gopalan, r.||3rd ed.||vikas publishing||2008",Engineering Chemistry,"Gopalan, R.",3rd ed.,Vikas Publishing,2008,540 GOP,21
2239,"engineering chemistry||jain,a.k.||1st||pragati prakashan||2002",Engineering Chemistry,"Jain,A.K.",1st,Pragati prakashan,2002,540 JAI,1
2240,"engineering chemistry||jain,m.||15th||dhanpat rai||2005",Engineering Chemistry,"Jain,M.",15th,Dhanpat rai,2005,540 JAI,42
2241,"engineering chemistry||joshi, hemant k.||||phi||2024",Engineering Chemistry,"Joshi, Hemant K.",,PHI,2024,540 JOS; R,10
2242,"engineering chemistry||krishnamurthy, n||1st ed.||phi||2014",Engineering Chemistry,"Krishnamurthy, N",1st ed.,PHI,2014,540 KRI,1
2243,engineering chemistry||srivastava (h.c)||3rd||pragati prakashan||2003,Engineering Chemistry,SRIVASTAVA (H.C),3rd,PRAGATI PRAKASHAN,2003,540 SRI,4
2244,"engineering chemistry||srivastva, h.c.||7th||pragati pub.||2008",Engineering Chemistry,"Srivastva, H.C.",7th,Pragati Pub.,2008,540 SRI,5
2245,"engineering circuit analysis||hayat, william h, and  others||1st ed.||m.gh||2013",Engineering circuit analysis,"Hayat, William H, and  others",1st ed.,M.GH,2013,621.3192 HAY,10
2246,engineering circuits analysis||hayt w h||6th||tata mc graw hill||2002,Engineering Circuits Analysis,Hayt W H,6th,Tata Mc Graw Hill,2002,621.3192 HAY,6
2247,"engineering circuits analysis||hayt, w.h. and others||6th||tata mcgraw hill||2007",Engineering Circuits Analysis,"Hayt, W.H. and others",6th,Tata McGraw Hill,2007,621.3192 HAY,2
2248,"engineering circuits analysis||hayt, w.h.and others||7th||tata mcgraw hill||2010",Engineering Circuits Analysis,"Hayt, W.H.and others",7th,Tata McGraw Hill,2010,621.3192 HAY,5
2249,"engineering design||dieter(george e)||3rd||mcgraw-hill,inc||2000",Engineering Design,DIETER(GEORGE E),3rd,"MCGRAW-HILL,INC",2000,620.0042 DIE R,3
2250,"engineering design||dieter,g.e||3rd||mc graw hill||2000",Engineering Design,"Dieter,G.E",3rd,Mc Graw Hill,2000,620.0042 DIE,5
2251,"engineering drawing and graphics using auto cad||jeyapoovan, t.||3rd ed.||vikas publishing house||2010",Engineering Drawing and Graphics Using Auto CAD,"Jeyapoovan, T.",3rd ed.,Vikas Publishing House,2010,604.2 JEY,1
2252,engineering drawing practice for school colleges:: sp46:2003||bis||1st ed.||bis||2003,Engineering Drawing Practice for School Colleges:: SP46:2003,BIS,1st ed.,BIS,2003,604.2 BIS,1
2253,engineering drawing practice for school colleges:: sp46:2003||bis||||bis||2003,Engineering Drawing Practice for School Colleges:: SP46:2003,BIS,,BIS,2003,604.2 BIS,1
2254,"engineering drawing with an introduction to autocad||jolhe, dhananjay a.||1st ed.||tata mcgraw hill||2008",Engineering drawing with an introduction to autocad,"Jolhe, Dhananjay A.",1st ed.,Tata McGraw Hill,2008,604.2 JOL,30
2255,engineering drawing||bhatt & panchal||45th||charotar pbu hou||2002,Engineering Drawing,Bhatt & Panchal,45th,CHAROTAR PBU HOU,2002,604.2 BHA,99
2256,"engineering drawing||bhatt, n. d.||49th ed.||charotar pbu hou||2006",Engineering Drawing,"BHATT, N. D.",49th ed.,CHAROTAR PBU HOU,2006,604.2 BHA; 21,1
2257,"engineering drawing||bhatt, n.d.||42th||charotar pbu hou||2000",Engineering Drawing,"Bhatt, N.D.",42th,CHAROTAR PBU HOU,2000,604.2 BHA,3
2258,"engineering drawing||bhatt, n.d||1st ed.||charotar pub.||2010",Engineering Drawing,"Bhatt, N.D",1st ed.,Charotar pub.,2010,604.2 BHA,1
2259,"engineering drawing||gill, p.s||11th||s.k kataria||2002",Engineering Drawing,"Gill, P.S",11th,S.K KATARIA,2002,604.2 GIL,55
2260,"engineering drawing||gill, p.s||1st ed.||s.k kataria||2009",Engineering Drawing,"Gill, P.s",1st ed.,S.K KATARIA,2009,604.2 GIL,6
2261,"engineering drawing||narayana, k.l||1st ed.||scitech||2014",Engineering drawing,"Narayana, K.L",1st ed.,Scitech,2014,604.2 NAR,1
2262,"engineering drawing||phatak, amar||1st ed.||dreamtech||2010",Engineering drawing,"Phatak, Amar",1st ed.,Dreamtech,2010,604.2 PHA,1
2263,"engineering drawing||shah, m.b. and rana, b.c.||1st ed.||pearson||2009",Engineering drawing,"Shah, M.B. and Rana, B.C.",1st ed.,Pearson,2009,604.2 SHA,7
2264,"engineering economic analysis||newnan, donald g.||10th international ed.||oxford university press||2009",Engineering economic analysis,"Newnan, Donald G.",10th International ed.,Oxford university press,2009,658.1 NEW,10
2265,"engineering economics and costing||agasty, mahendra p.||2nd ed.||scitech publications (india) pvt. ltd.||2009",Engineering economics and costing,"Agasty, Mahendra P.",2nd ed.,Scitech Publications (india) Pvt. Ltd.,2009,330.246 AGA,10
2266,"engineering economics||riggs, james l.||4th ed.||tata mcgraw hill||1996",Engineering economics,"Riggs, James L.",4th ed.,Tata McGraw Hill,1996,658.15 RIG,50
2267,"engineering economics||schaum, s.||1st ed.||tata mcgraw hill||2004",Engineering Economics,"Schaum, S.",1st ed.,Tata McGraw hill,2004,330.246 SCH,1
2268,"engineering economy||blank, leland||1st ed.||mc graw hill||2016",Engineering economy,"Blank, Leland",1st ed.,Mc graw hill,2016,658.15 BLA,4
2269,"engineering electromagnetics||hayt,w.||7th||tata mc graw hill||2006",Engineering Electromagnetics,"Hayt,W.",7th,Tata Mc Graw Hill,2006,621.3 HAY,4
2270,"engineering electromagnetics||hayt,w.||7th||tata mcgraw hill||2005",Engineering Electromagnetics,"Hayt,W.",7th,Tata McGraw Hill,2005,621.3 HAY,21
2271,"engineering fluid mechanics||balachandran, p.||1st ed.||phi||2014",Engineering fluid mechanics,"Balachandran, P.",1st ed.,PHI,2014,620.106 BAL,9
